# Moreno-Paz S, Schmitz J, Martins dos Santos VAP, Suarez-Diez M (2022). Microbial Biotechnology 15:1434-1445,
# doi:10.1111/1751-7915.13995. Their own fed-batch experiment. Data: SupData_Fermentation.xlsx, sheet Fed-batch
# (https://gitlab.com/saramorenopaz/ecmodels-predict-growth-dynamics-s.-cerevisiae, MIT licence). Copied unchanged.
# Conditions (their Appendix S1): S. cerevisiae CEN.PK113-7D, 1 L DASGIP fermenter, pH 5.1, 30 C.
#   Batch: 400 g medium with 2.5 g/kg glucose (defined, Verduyn 1992). After 4 h: exponential feed for mu = 0.05 1/h.
#   Feed: 209 g/kg glucose + 7.67 g/kg ethanol (defined). Inoculum size and initial feed rate are NOT reported.
# OUR and CPR in mmol per kg broth per hour (off-gas analysis). Biomass in g/kg, measured 5 times. TEST DATA ONLY.
t_h,OUR_mmol_per_kg_h,CPR_mmol_per_kg_h,biomass_g_per_kg
28.8667,5.34619,7.50632,
28.9,5.35717,7.50508,
28.9333,5.2058,7.50385,
28.9667,5.24924,7.50262,
29,5.29265,7.50135,
29.0333,5.33606,7.50007,
29.0667,5.30804,7.4988,
29.1,5.28002,7.49753,
29.1333,5.25202,7.49629,
29.1667,5.22402,7.49505,
29.2,5.19602,7.49381,
29.2333,5.31524,7.49258,
29.2667,5.39111,7.49126,
29.3,5.52667,7.4952,
29.3333,5.66224,7.49913,
29.3667,5.57588,7.50307,
29.4,5.48948,7.93647,
29.4333,5.61964,7.93679,
29.4667,5.5549,7.93711,
29.5,5.42518,7.93743,
29.5333,5.49036,7.93773,
29.5667,5.62052,7.93803,
29.6,5.62073,7.93833,
29.6333,5.45849,7.93863,
29.6667,5.44787,7.93895,
29.7,5.7184,7.49456,
29.7333,5.65317,7.93826,
29.7667,5.58795,7.50474,
29.8,5.65314,7.50286,
29.8333,5.71834,7.50099,
29.8667,5.4153,7.49911,
29.9,5.61047,7.49723,
29.9333,5.60663,7.49537,
29.9667,5.6028,7.93978,
30,5.59896,7.9401,
30.0333,5.59513,7.49628,
30.0667,5.59127,7.49656,
30.1,5.58742,7.94102,
30.1333,5.58357,7.94132,
30.1667,5.57972,7.94162,
30.2,5.43906,7.94189,
30.2333,5.5801,7.94217,
30.2667,5.65615,7.94244,
30.3,5.55874,7.94116,
30.3333,5.41799,7.93988,
30.3667,5.48312,7.9386,
30.4,5.60244,7.93733,
30.4333,5.58088,7.93605,
30.4667,5.42926,7.93474,
30.5,5.47271,7.93344,
30.5333,5.60285,7.93213,
30.5667,5.53793,7.93083,
30.6,5.47301,7.92955,
30.6333,5.63569,7.92826,
30.6667,5.60329,7.92698,
30.7,5.57089,7.92569,
30.7333,5.53848,7.92439,
30.7667,5.86374,7.92309,
30.8,5.69145,7.92466,
30.8333,5.59399,7.92482,
30.8667,5.49654,7.92499,
30.9,5.57255,7.92516,
30.9333,5.56182,7.92533,
30.9667,5.5511,7.9255,
31,5.54038,7.92567,
31.0333,5.95252,7.92585,
31.0667,6.00687,7.92603,
31.1,6.06121,8.35992,
31.1333,6.02881,8.37094,
31.1667,5.99641,7.92654,
31.2,5.96401,8.37131,
31.2333,5.66051,7.92689,
31.2667,5.63893,7.92704,
31.3,6.00781,7.92728,
31.3333,6.09475,7.92751,
31.3667,5.76958,7.92052,
31.4,5.65048,7.91356,
31.4333,6.00858,7.9066,
31.4667,5.98167,7.91771,
31.5,5.95475,7.90713,
31.5333,5.49937,8.3521,
31.5667,5.91173,8.35235,
31.6,5.99327,7.90786,
31.6333,6.07482,8.35287,
31.6667,6.06414,8.35311,
31.7,5.90159,8.35336,
31.7333,5.95058,8.3536,
31.7667,5.99958,8.35384,
31.8,5.90754,8.35409,
31.8333,5.81549,8.35434,
31.8667,6.02182,8.35459,
31.9,5.83754,8.35484,
31.9333,5.92452,8.35509,
31.9667,5.82703,8.35533,
32,6.19615,8.35558,
32.0333,6.16106,8.35582,
32.0667,6.12596,8.35605,
32.1,6.09087,8.35629,
32.1333,6.05576,8.35652,
32.1667,6.15361,8.35675,
32.2,6.25147,8.357,
32.2333,6.21909,8.3681,
32.2667,5.98049,8.8025,
32.3,6.14344,8.35768,
32.3333,6.27386,8.35465,
32.3667,6.1872,8.35163,
32.4,6.10053,8.34861,
32.4333,6.15136,8.34558,
32.4667,6.20218,8.34255,
32.5,6.25301,8.33951,
32.5333,6.25589,8.33648,
32.5667,6.25877,8.33345,
32.6,6.26164,8.3304,
32.6333,6.26451,8.32735,
32.6667,6.26739,8.77271,
32.7,6.27026,8.78379,
32.7333,6.27312,8.33883,
32.7667,6.27599,8.77336,
32.8,6.27061,8.77342,
32.8333,6.26518,8.77343,
32.8667,6.43892,8.77344,
32.9,6.36835,8.77345,
32.9333,6.29798,8.77374,
32.9667,6.26562,8.77404,
33,6.45043,8.77433,
33.0333,6.38911,8.77462,
33.0667,6.32776,8.77489,
33.1,6.26641,8.77515,
33.1333,6.23402,8.77542,
33.1667,6.52746,8.77569,
33.2,6.28872,8.77596,
33.2333,6.15857,8.77624,
33.2667,6.21305,8.77647,
33.3,6.30008,8.77667,
33.3333,6.32376,8.77687,
33.3667,6.34745,8.77708,
33.4,6.37114,8.77729,
33.4333,6.39483,8.77751,
33.4667,6.41852,8.77771,
33.5,6.44221,8.77792,
33.5333,6.41598,8.77812,
33.5667,6.38973,8.77832,
33.6,6.36349,8.77852,
33.6333,6.33725,8.77871,
33.6667,6.31102,8.77893,
33.7,6.28478,8.77914,
33.7333,6.25855,8.77935,
33.7667,6.17175,8.77953,
33.8,6.34562,8.77872,
33.8333,6.23699,8.77792,
33.8667,6.32936,8.77711,
33.9,6.42174,8.7763,
33.9333,6.44096,8.77574,
33.9667,6.46019,8.77519,
34,6.47942,8.77465,
34.0333,6.49866,8.77411,
34.0667,6.71622,8.77356,
34.1,6.36867,8.77301,
34.1333,6.4993,8.77247,
34.1667,6.53212,8.77192,
34.2,6.56495,8.77138,
34.2333,6.59778,9.20646,
34.2667,6.72843,9.19588,
34.3,6.73959,9.19493,
34.3333,6.75076,9.19397,
34.3667,6.94672,9.19299,
34.4,6.58825,9.19202,
34.4333,6.65013,9.19105,
34.4667,6.71203,9.19008,
34.5,6.77393,9.18912,
34.5333,6.7416,9.18815,
34.5667,6.73101,9.18853,
34.6,6.72042,9.18892,
34.6333,6.70983,9.18931,
34.6667,6.69923,9.61382,
34.7,6.68863,9.61784,
34.7333,7.08045,9.62187,
34.7667,7.02637,9.62591,
34.8,6.92807,9.62462,
34.8333,7.33006,9.62333,
34.8667,7.35208,9.62296,
34.9,7.3741,9.62259,
34.9333,6.97194,9.62221,
34.9667,6.98089,9.62183,
35,6.98984,9.62145,
35.0333,6.99879,9.62107,
35.0667,7.00774,9.62069,
35.1,7.0167,9.62031,
35.1333,7.14749,9.61992,
35.1667,7.20213,9.61952,
35.2,7.25677,9.61913,
35.2333,7.31142,9.61873,
35.2667,7.32259,9.61839,
35.3,6.86579,9.61864,
35.3333,6.9639,9.61889,
35.3667,7.12731,9.61914,
35.4,7.13837,10.0547,
35.4333,7.14944,9.83183,
35.4667,7.33461,9.60899,
35.5,6.97567,10.0554,
35.5333,7.3785,10.0557,
35.5667,7.32155,10.0559,
35.6,7.2646,10.0562,
35.6333,7.20765,10.0564,
35.6667,7.15069,10.0567,
35.7,7.51004,10.0569,
35.7333,7.36874,10.0572,
35.7667,7.27208,10.059,
35.8,7.27078,10.0578,
35.8333,7.26948,10.0566,
35.8667,7.26816,10.0554,
35.9,7.26685,10.0541,
35.9333,7.26553,10.0529,
35.9667,7.26422,10.0517,
36,7.26291,10.0505,
36.0333,7.69872,10.0508,
36.0667,7.38317,10.4976,
36.1,7.76456,10.4871,
36.1333,7.79748,10.4765,
36.1667,7.8304,10.4741,
36.2,7.86332,10.4717,
36.2333,7.89625,10.4693,
36.2667,7.9292,10.467,
36.3,7.53727,10.4665,
36.3333,7.43942,10.466,
36.3667,7.35246,10.4655,
36.4,7.75567,10.4651,
36.4333,7.80487,10.4646,
36.4667,7.85408,10.4641,
36.5,7.82521,10.4627,
36.5333,7.79813,10.4636,
36.5667,7.77052,10.4638,
36.6,7.74291,10.4641,
36.6333,7.71486,10.4637,
36.6667,7.70396,10.463,
36.7,7.9434,10.4619,
36.7333,7.98088,10.4603,
36.7667,8.01923,10.4599,
36.8,8.05237,10.4528,
36.8333,7.85652,10.4456,
36.8667,7.88093,10.4382,
36.9,7.90508,10.4305,
36.9333,7.92913,10.4227,
36.9667,7.9532,10.4148,
37,7.97739,10.4072,
37.0333,8.00159,10.3995,
37.0667,8.02569,10.3917,
37.1,8.0496,10.3837,
37.1333,8.07322,10.8297,
37.1667,8.01795,10.8231,
37.2,8.12949,10.8212,
37.2333,8.29325,10.3965,
37.2667,7.9666,10.3969,
37.3,7.97458,10.3536,
37.3333,7.98257,10.3552,
37.3667,7.99055,10.3568,
37.4,7.99853,10.3584,
37.4333,8.00652,10.36,
37.4667,8.01449,10.3617,
37.5,8.02247,10.3633,
37.5333,8.17526,10.3649,
37.5667,8.18635,10.3665,
37.6,7.94672,10.8027,
37.6333,8.0341,10.7993,
37.6667,8.1215,10.796,
37.7,8.60135,10.7926,
37.7333,8.51978,11.2289,
37.7667,8.43819,11.2291,
37.8,8.4766,11.2295,
37.8333,8.51502,11.2298,
37.8667,8.74421,11.2301,
37.9,8.80986,11.6665,
37.9333,9.02817,11.6632,
37.9667,8.98481,11.6599,
38,8.94145,11.6566,
38.0333,8.89824,11.6535,
38.0667,9.00769,11.6504,
38.1,8.9572,11.6473,
38.1333,8.90671,12.0731,
38.1667,8.85621,11.6374,
38.2,9.03111,11.6379,
38.2333,8.67156,11.6384,
38.2667,8.47562,11.639,
38.3,8.46487,11.2138,
38.3333,8.54138,11.2131,
38.3667,8.6179,11.2125,
38.4,8.5526,11.2119,
38.4333,8.3673,11.2112,
38.4667,8.45472,11.2106,
38.5,8.57488,11.2099,
38.5333,8.50957,11.2093,
38.5667,8.37879,11.2086,
38.6,8.48258,11.208,
38.6333,8.58637,11.2073,
38.6667,8.55924,11.2067,
38.7,8.53211,11.2061,
38.7333,8.78321,11.2054,
38.7667,8.70696,11.642,
38.8,8.98002,11.6342,
38.8333,8.9694,11.6264,
38.8667,8.95875,11.6186,
38.9,9.1227,11.6107,
38.9333,9.05203,12.0476,
38.9667,8.98136,12.0468,
39,9.41814,12.0461,
39.0333,9.27653,12.0453,
39.0667,9.17855,12.0445,
39.1,9.40799,12.0438,
39.1333,9.40605,12.043,
39.1667,9.4041,12.0422,
39.2,9.40214,12.0414,
39.2333,9.40018,12.0406,
39.2667,9.39822,12.0398,
39.3,9.54024,12.0508,
39.3333,9.51307,12.0401,
39.3667,9.48591,12.0511,
39.4,9.32229,12.4879,
39.4333,9.47524,12.4881,
39.4667,9.45715,12.4882,
39.5,9.43907,12.0517,
39.5333,9.42114,12.0466,
39.5667,9.0939,12.0415,
39.6,9.06141,12.0364,
39.6333,9.02892,12.0313,
39.6667,9.08741,11.584,
39.7,9.1459,11.5843,
39.7333,9.20439,11.5846,
39.7667,9.12821,11.585,
39.8,8.9755,11.5837,
39.8333,9.06847,11.5825,
39.8667,9.16143,11.5812,
39.9,9.09607,11.5799,
39.9333,8.93242,11.5787,
39.9667,9.04177,11.5774,
40,9.15112,11.5761,
40.0333,9.07483,11.5749,
40.0667,8.91115,11.5736,
40.1,8.97681,11.5723,
40.1333,9.11891,11.571,
40.1667,9.11905,11.5697,
40.2,9.11918,11.5684,
40.2333,9.1194,11.5673,
40.2667,9.11962,11.5661,
40.3,9.04346,11.5665,
40.3333,8.96729,11.5668,
40.3667,8.61804,12.0041,
40.4,9.21907,12.0045,
40.4333,9.37228,12.0758,
40.4667,9.36982,12.1472,
40.5,9.36737,12.2185,
40.5333,9.36491,12.2899,
40.5667,9.36248,12.3613,
40.6,9.7233,12.4327,
40.6333,9.70175,12.4309,
40.6667,9.8659,12.4291,
40.7,9.8079,12.4272,
40.7333,9.7499,12.4254,
40.7667,9.69189,12.4235,
40.8,9.8997,12.4238,
40.8333,9.81795,12.424,
40.8667,9.73621,12.8505,
40.9,10.1298,12.8344,
40.9333,10.3048,12.8181,
40.9667,10.2339,13.2554,
41,10.1629,13.2446,
41.0333,10.5892,13.2447,
41.0667,10.7096,13.2449,
41.1,10.8408,13.2451,
41.1333,10.7153,13.2452,
41.1667,10.5898,13.6825,
41.2,11.027,13.6754,
41.2333,10.9179,13.6683,
41.2667,10.8088,13.6612,
41.3,10.9785,13.6726,
41.3333,11.1484,13.6841,
41.3667,11.1488,14.1109,
41.4,11.1492,14.1084,
41.4333,11.1496,14.106,
41.4667,11.15,14.1035,
41.5,11.1504,14.101,
41.5333,11.1508,14.0985,
41.5667,11.1512,14.096,
41.6,11.1514,14.0933,
41.6333,11.1516,14.0906,
41.6667,11.1519,14.088,
41.7,10.9772,14.0853,
41.7333,10.9884,14.0826,
41.7667,11.2291,13.6455,
41.8,10.7702,13.6459,
41.8333,10.9127,13.6463,
41.8667,10.563,13.6467,
41.9,10.7274,13.647,
41.9333,10.6621,13.6474,
41.9667,10.5967,13.6478,
42,10.5314,13.6482,
42.0333,10.7067,13.6595,
42.0667,10.3679,13.2334,
42.1,10.4885,13.2282,
42.1333,10.5927,13.2231,
42.1667,10.6969,13.218,
42.2,10.38,13.2128,
42.2333,10.227,13.2076,
42.2667,10.61,13.2023,
42.3,10.5118,13.2037,
42.3333,10.337,13.2049,
42.3667,10.2716,13.2062,
42.4,10.5781,13.2075,
42.4333,10.458,13.2087,
42.4667,10.3488,13.21,
42.5,10.2943,13.2112,
42.5333,10.2507,13.2125,
42.5667,10.3931,13.2137,
42.6,10.0979,13.2149,
42.6333,10.2512,13.2161,
42.6667,10.503,13.2053,
42.7,10.443,12.9976,
42.7333,10.3829,12.7899,
42.7667,10.3502,12.7791,
42.8,10.1752,12.771,
42.8333,10.3066,12.7628,
42.8667,10.4382,12.755,
42.9,10.5698,12.7472,
42.9333,10.5155,13.1744,
42.9667,10.7128,13.1749,
43,10.6147,13.6021,
43.0333,10.7025,13.1757,
43.0667,10.4621,13.3896,
43.1,10.9112,13.6034,
43.1333,10.835,13.6012,
43.1667,11.109,13.599,
43.2,11.0875,13.5967,
43.2333,11.066,13.5945,
43.2667,11.0445,14.0218,
43.3,11.1319,14.0326,
43.3333,11.4382,14.0433,
43.3667,11.3723,14.459,
43.4,11.6458,14.4514,
43.4333,11.8316,14.4439,
43.4667,11.8648,14.437,
43.5,11.9236,14.4302,
43.5333,11.9823,14.4233,
43.5667,12.0411,14.4165,
43.6,11.8006,14.8438,
43.6333,12.1841,14.8415,
43.6667,12.3596,14.8392,
43.7,11.944,14.8369,
43.7333,12.3494,14.8346,
43.7667,12.1417,15.2729,
43.8,12.2407,15.2735,
43.8333,12.263,15.274,
43.8667,12.2853,15.2711,
43.9,12.6689,15.2683,
43.9333,12.527,15.2654,
43.9667,12.385,15.2625,
44,12.4731,15.2596,
44.0333,12.6268,15.2568,
44.0667,12.6489,15.2537,
44.1,12.3754,15.2506,
44.1333,12.3099,15.2475,
44.1667,12.6606,15.2444,
44.2,12.7119,15.2413,
44.2333,12.7632,15.2382,
44.2667,12.8146,15.2351,11.59
44.3,12.6835,15.2391,
44.3333,13.6695,15.2431,
44.3667,14.1955,15.2471,
44.4,12.6295,15.2365,
44.4333,12.7394,15.2478,
44.4667,12.7323,15.6754,
44.5,12.7253,15.6538,
44.5333,12.7183,15.6432,
44.5667,12.368,15.6326,
44.6,12.5545,15.6329,
44.6333,12.8615,15.5478,
44.6667,12.7961,15.4626,
44.7,12.7306,15.3775,
44.7333,12.6651,15.2923,
44.7667,12.8516,15.2071,
44.8,12.8427,15.211,
44.8333,12.8337,15.215,
44.8667,12.8248,15.2188,
44.9,12.8158,15.208,
44.9333,12.8069,15.1973,
44.9667,12.7979,15.2195,
45,12.557,15.636,
45.0333,12.6996,15.6253,
45.0667,12.7381,15.6364,
45.1,12.7766,15.1764,
45.1333,12.6453,15.1766,
45.1667,12.7879,15.1768,
45.2,12.3829,15.5936,
45.2333,12.6901,15.5941,
45.2667,12.548,15.5946,
45.3,12.7784,15.1675,
45.3333,12.8992,15.1677,
45.3667,12.8227,15.168,
45.4,12.5928,15.6067,
45.4333,12.6971,15.1686,
45.4667,12.8014,15.6072,
45.5,12.7688,15.6014,
45.5333,12.5936,15.5956,
45.5667,12.6815,15.5898,
45.6,12.7694,15.5839,
45.6333,12.7258,15.5781,
45.6667,12.5944,15.5722,
45.7,12.7371,15.5664,
45.7333,12.7385,15.5619,
45.7667,12.7398,15.5575,
45.8,12.7181,15.1521,
45.8333,12.7184,15.1524,
45.8667,12.8502,15.1491,
45.9,12.379,15.1457,
45.9333,12.3507,15.1424,
45.9667,12.3225,15.1536,
46,12.2942,15.0881,
46.0333,12.2659,15.0227,
46.0667,12.2376,14.9571,
46.1,12.6545,14.8915,
46.1333,12.6986,14.826,
46.1667,12.4027,14.7605,
46.2,12.71,14.6949,
46.2333,12.447,15.1228,
46.2667,12.7084,15.1207,
46.3,13.0159,15.527,
46.3333,13.0053,15.5329,
46.3667,13.4005,15.5389,
46.4,13.4447,15.9451,
46.4333,13.5767,15.9455,
46.4667,13.7745,16.3737,
46.5,14.1369,16.3962,
46.5333,14.1812,16.8024,
46.5667,14.401,16.7975,
46.6,14.3575,16.7924,
46.6333,14.6211,17.2097,
46.6667,14.7093,17.1883,
46.7,14.8304,17.1668,
46.7333,15.0941,17.5952,
46.7667,15.0736,17.5968,
46.8,15.4578,18.0139,
46.8333,15.425,18.0142,
46.8667,15.4087,18.0143,
46.9,15.3924,18.4423,
46.9333,15.985,18.4315,
46.9667,16.018,18.4262,
47,16.0511,18.421,
47.0333,16.2488,18.86,
47.0667,16.4135,18.8523,
47.1,16.4054,18.8446,
47.1333,16.3973,18.837,
47.1667,16.3892,18.8293,
47.2,16.3811,18.8216,
47.2333,16.1289,18.8139,
47.2667,16.295,18.8078,
47.3,15.8674,18.8027,
47.3333,15.8348,18.7977,
47.3667,15.8023,18.3921,
47.4,15.6051,18.3925,
47.4333,15.5616,18.393,
47.4667,15.518,17.9873,
47.5,15.5732,17.984,
47.5333,15.2005,17.9808,
47.5667,15.0581,17.9776,
47.6,14.9706,17.5499,
47.6333,14.8832,17.5338,
47.6667,14.7517,17.5177,
47.7,14.7081,17.1009,
47.7333,14.6645,17.1013,
47.7667,14.7831,17.0988,
47.8,14.7671,17.0979,
47.8333,14.7511,17.097,
47.8667,14.6199,17.0961,
47.9,14.785,17.0952,
47.9333,14.5989,17.0942,
47.9667,14.5993,17.0932,
48,14.5997,17.0923,
48.0333,14.4136,17.0913,
48.0667,14.3591,17.0904,
48.1,14.1948,17.0894,
48.1333,14.5465,17.0884,
48.1667,14.4647,17.0875,
48.2,14.3827,17.0865,
48.2333,14.4151,17.0844,
48.2667,14.5244,17.0823,
48.3,14.8101,17.0827,
48.3333,14.4372,17.0831,
48.3667,14.723,17.0835,
48.4,14.5476,17.0839,
48.4333,14.7456,17.4795,
48.4667,14.7276,17.4908,
48.5,14.7096,17.4863,
48.5333,14.6916,17.4818,
48.5667,14.7248,17.4772,
48.6,14.758,17.4727,
48.6333,14.7912,17.4681,
48.6667,14.8245,17.4636,
48.7,14.9013,17.4587,
48.7333,14.8134,17.4538,
48.7667,15.0989,17.4489,
48.8,14.8466,17.8664,
48.8333,15.1433,17.4384,
48.8667,15.1215,17.8559,
48.9,15.0997,17.8524,
48.9333,15.0778,17.8489,
48.9667,15.056,17.8454,
49,15.21,17.842,
49.0333,15.1113,17.8386,
49.0667,15.0126,17.835,
49.1,16.8633,19.4739,
49.1333,16.6473,19.4698,
49.1667,16.4923,19.4669,
49.2,16.0904,19.014,
49.2333,16.0475,18.5504,
49.2667,16.1114,19.0015,
49.3,16.4218,19.013,
49.3333,16.1896,19.4563,
49.3667,16.5221,19.4529,
49.4,16.5002,19.4496,
49.4333,16.4784,19.4463,
49.4667,16.235,19.4429,
49.5,16.4567,19.4395,
49.5333,16.4312,19.4362,
49.5667,16.4057,19.4328,
49.6,16.3801,19.4294,
49.6333,16.8012,19.426,
49.6667,16.5356,19.4226,
49.7,16.5765,19.4193,
49.7333,16.6173,19.4158,
49.7667,16.6593,19.8826,
49.8,17.0264,19.4192,
49.8333,16.5516,19.8863,
49.8667,16.6639,19.8758,
49.9,16.9314,19.8653,
49.9333,16.9108,19.8548,
49.9667,16.8901,19.8443,
50,16.6448,19.8301,
50.0333,16.5768,19.816,
50.0667,16.6844,19.8,
50.1,16.8126,19.7821,
50.1333,16.5995,19.7666,
50.1667,16.5406,19.3259,
50.2,16.4817,19.3172,
50.2333,16.0516,18.8875,
50.2667,15.7877,18.8677,
50.3,16.1861,18.8672,
50.3333,16.5071,18.8668,
50.3667,16.1522,19.3317,
50.4,16.2959,18.8882,
50.4333,16.5732,19.3206,
50.4667,16.5845,19.3264,
50.5,16.5958,19.3322,
50.5333,16.6071,19.7092,
50.5667,16.9841,19.7206,
50.6,17.3167,19.7319,
50.6333,17.3435,20.1754,
50.6667,17.3706,20.187,
50.7,17.3976,20.1986,
50.7333,17.4247,19.7227,
50.7667,17.4517,19.7122,
50.8,17.0643,19.9508,
50.8333,16.8652,20.1895,
50.8667,17.2201,20.2275,
50.9,17.1594,20.2655,
50.9333,17.0987,20.3035,
50.9667,17.3632,20.3395,
51,17.7607,20.3754,
51.0333,17.5169,20.4131,
51.0667,17.3618,20.4508,
51.1,17.4061,20.4885,
51.1333,17.7062,20.5272,
51.1667,17.3192,20.5659,
51.2,17.586,20.0903,
51.2333,17.3204,20.5341,
51.2667,17.5315,20.5236,
51.3,17.7105,20.5366,
51.3333,17.6566,20.0839,
51.3667,17.6027,20.5291,
51.4,17.7019,20.5715,
51.4333,17.7228,20.6132,
51.4667,17.7457,20.6572,
51.5,17.7687,20.7012,
51.5333,17.9801,20.7452,
51.5667,17.6926,20.7892,
51.6,18.0149,20.8332,
51.6333,18.049,20.8773,
51.6667,18.0813,20.9194,
51.7,18.1137,20.9183,
51.7333,17.7931,20.9194,
51.7667,17.8889,20.4714,
51.8,17.9334,20.4494,
51.8333,17.6122,20.4275,
51.8667,17.5126,20.4248,
51.9,17.7565,20.4222,
51.9333,17.8564,20.4195,
51.9667,18.1557,20.4169,
52,17.9341,20.8825,
52.0333,18.2113,20.8771,
52.0667,18.4552,20.8715,
52.1,18.4718,21.326,
52.1333,18.4885,21.3039,
52.1667,18.7433,21.7028,
52.2,19.0868,21.7026,
52.2333,18.9891,21.2395,
52.2667,18.5255,21.2638,
52.3,18.5915,21.2633,
52.3333,18.6021,21.2627,
52.3667,18.4131,21.2621,
52.4,18.529,21.2615,
52.4333,18.6448,21.2609,
52.4667,19.0876,21.2602,
52.5,18.9983,21.7029,
52.5333,18.8438,21.6925,
52.5667,19.0329,21.6822,
52.6,19.1666,21.6719,
52.6333,19.2116,22.0939,
52.6667,19.2526,22.0873,
52.7,19.5089,22.086,
52.7333,19.3883,22.0848,
52.7667,19.6889,22.0836,
52.8,19.1772,22.0722,
52.8333,19.4426,22.062,
52.8667,19.3199,22.0518,
52.9,19.6298,22.0418,
52.9333,19.7512,22.0318,
52.9667,19.519,22.0232,
53,19.2979,22.0145,
53.0333,19.5978,22.0058,
53.0667,19.1883,21.9971,
53.1,19.0004,21.9884,
53.1333,19.2587,21.9827,
53.1667,19.5132,21.9728,
53.2,19.6552,21.961,
53.2333,19.6788,21.9454,
53.2667,19.7091,21.9372,
53.3,19.6318,21.9264,
53.3333,19.1346,21.9172,
53.3667,18.9478,21.9524,
53.4,18.6723,21.9433,
53.4333,18.9844,21.9452,
53.4667,19.0636,21.9415,
53.5,18.9876,21.9378,
53.5333,19.2295,21.9206,
53.5667,19.4047,21.9033,
53.6,19.378,21.8834,
53.6333,19.3498,22.2978,
53.6667,19.6111,22.3146,
53.7,19.9128,21.8631,
53.7333,19.5385,21.8659,
53.7667,18.9536,21.381,
53.8,18.7766,20.9491,
53.8333,18.8214,20.9459,
53.8667,18.5447,20.9427,
53.9,18.9215,20.939,
53.9333,18.6776,21.3934,
53.9667,19.1986,21.3822,
54,19.387,21.8256,
54.0333,19.8525,21.8366,
54.0667,20.0852,22.28,
54.1,20.2626,22.7122,
54.1333,20.2737,22.8952,
54.1667,20.6506,23.0781,
54.2,20.8944,23.0781,
54.2333,20.8168,23.5103,
54.2667,21.2384,23.4997,
54.3,21.5642,23.9479,
54.3333,21.7664,24.1726,
54.3667,22.277,24.3949,
54.4,22.4196,24.7813,
54.4333,22.3603,24.7697,
54.4667,22.6519,24.7538,
54.5,22.642,24.7477,
54.5333,22.211,24.2503,
54.5667,21.4363,23.8083,
54.6,21.0052,23.4216,
54.6333,20.696,23.4063,
54.6667,20.6417,23.3909,
54.7,20.7536,22.9709,
54.7333,20.8655,22.9387,
54.7667,20.9214,23.4049,
54.8,20.9493,23.4051,
54.8333,20.9772,23.3914,
54.8667,21.2655,23.3777,
54.9,21.2739,23.3639,
54.9333,21.2823,23.3501,
54.9667,21.2907,23.7937,
55,21.2991,23.7854,
55.0333,21.7094,23.7772,
55.0667,22.0088,23.7689,
55.1,21.9424,23.7607,
55.1333,21.7651,23.7831,
55.1667,21.4437,23.3397,
55.2,20.9892,23.3066,
55.2333,20.9671,22.852,
55.2667,20.5459,22.8744,
55.3,20.5573,22.4423,
55.3333,20.5688,22.4399,
55.3667,20.2475,22.4375,
55.4,20.2257,22.4351,
55.4333,20.2038,22.4327,
55.4667,20.6471,22.011,
55.5,20.5249,22.1023,
55.5333,20.3141,22.1936,
55.5667,20.447,22.2849,
55.6,20.4522,22.376,
55.6333,20.4575,22.3757,
55.6667,20.7012,22.3755,
55.7,20.6567,22.3753,
55.7333,20.9779,22.375,
55.7667,20.8446,22.796,
55.8,21.1663,22.8073,
55.8333,21.5545,23.2509,
55.8667,21.7986,23.2123,
55.9,21.8542,23.1737,
55.9333,21.9098,23.6062,
55.9667,22.4199,23.6063,
56,22.6972,24.05,
56.0333,22.531,24.2607,
56.0667,22.8304,24.4715,
56.1,23.1742,24.8928,
56.1333,23.5179,24.9039,
56.1667,23.3959,25.3141,
56.2,23.6509,25.2698,
56.2333,24.1166,25.2697,
56.2667,24.0168,25.6911,
56.3,23.9779,25.7131,
56.3333,23.939,26.1123,
56.3667,24.4602,26.1124,
56.4,24.7483,26.1121,
56.4333,24.8147,26.5444,
56.4667,24.8813,26.55,
56.5,24.9478,26.5555,
56.5333,25.015,26.9111,
56.5667,25.0823,26.923,
56.6,25.1494,26.9254,
56.6333,25.2166,26.928,
56.6667,25.5611,26.9306,
56.7,25.5174,26.9332,
56.7333,25.2853,26.9359,
56.7667,25.2527,26.9384,
56.8,25.1252,26.8655,
56.8333,24.9975,26.7925,
56.8667,25.1749,26.7196,
56.9,25.2301,26.6465,
56.9333,24.986,26.5735,
56.9667,25.0412,26.5003,
57,24.786,26.4273,
57.0333,24.8191,26.4179,
57.0667,24.5858,26.4082,
57.1,24.5911,26.3987,
57.1333,24.5964,26.3892,
57.1667,24.5517,26.3796,
57.2,24.5292,26.37,
57.2333,24.0409,25.9371,
57.2667,23.9295,25.5263,
57.3,23.8524,25.5194,
57.3333,23.6309,25.5124,
57.3667,23.5649,25.5055,
57.4,23.4987,25.1178,
57.4333,23.4546,25.1025,
57.4667,23.2554,25.0875,
57.5,23.1338,25.0724,
57.5333,23.2332,25.0564,
57.5667,23.4436,25.0405,
57.6,23.6205,25.4724,
57.6333,23.6534,25.4683,
57.6667,23.6862,25.4642,
57.7,23.8966,25.4601,
57.7333,23.8185,25.8921,
57.7667,24.0289,25.8696,
57.8,24.095,26.2461,
57.8333,24.1611,26.2419,
57.8667,24.4827,26.2383,
57.9,24.4163,26.2348,
57.9333,24.1059,26.6451,
57.9667,24.5828,26.6453,
58,24.7381,26.6391,
