# Moreno-Paz S, Schmitz J, Martins dos Santos VAP, Suarez-Diez M (2022). Microbial Biotechnology 15:1434-1445,
# doi:10.1111/1751-7915.13995. Their own fed-batch experiment. Data: SupData_Fermentation.xlsx, sheet Fed-batch
# (https://gitlab.com/saramorenopaz/ecmodels-predict-growth-dynamics-s.-cerevisiae, MIT licence). Copied unchanged.
# Conditions (their Appendix S1): S. cerevisiae CEN.PK113-7D, 1 L DASGIP fermenter, pH 5.1, 30 C.
#   Batch: 400 g medium with 2.5 g/kg glucose (defined, Verduyn 1992). After 4 h: exponential feed for mu = 0.05 1/h.
#   Feed: 209 g/kg glucose + 7.67 g/kg ethanol (defined). Inoculum size and initial feed rate are NOT reported.
# OUR and CPR in mmol per kg broth per hour (off-gas analysis). Biomass in g/kg, measured 5 times. TEST DATA ONLY.
t_h,OUR_mmol_per_kg_h,CPR_mmol_per_kg_h,biomass_g_per_kg
117.967,85.2374,114.865,82.19
118,85.4556,114.598,
118.033,84.7772,114.014,
118.067,84.3731,114.362,
118.1,84.687,114.434,
118.133,85.1768,114.207,
118.167,85.4361,113.948,
118.2,84.8206,114.684,
118.233,84.4705,115.074,
118.267,84.5629,114.781,
118.3,85.0224,114.012,
118.333,84.7298,114.143,
118.367,83.8468,113.738,
118.4,83.8652,113.773,
118.433,84.0443,113.804,
118.467,84.4378,113.09,
118.5,83.9664,113.281,
118.533,83.5869,113.947,
118.567,83.3565,113.975,
118.6,83.7596,114.122,
118.633,83.9383,113.589,
118.667,82.9994,112.602,
118.7,82.7263,111.925,
118.733,83.0592,111.63,
118.767,83.6336,112.374,
118.8,83.7637,112.423,
118.833,83.0511,112.535,
118.867,82.8232,113.46,
118.9,83.2409,112.61,
118.933,83.5926,112.457,
118.967,83.1046,112.446,
119,82.2615,112.557,
119.033,82.5946,112.667,
119.067,82.8578,113.014,
119.1,83.0889,112.838,
119.133,82.3744,112.59,
119.167,81.8191,112.424,
119.2,81.8346,111.648,
119.233,82.38,111.013,
119.267,82.6888,111.101,
119.3,82.2965,110.891,
119.333,81.6406,111.602,
119.367,82.1524,111.892,
119.4,82.6184,111.679,
119.433,82.2694,111.413,
119.467,81.5175,111.647,
119.5,81.4086,112.024,
119.533,81.9462,111.493,
119.567,82.2663,111.484,
119.6,81.8827,111.324,
119.633,81.1752,111.135,
119.667,81.0342,110.946,
119.7,81.3682,110.851,
119.733,81.7528,110.765,
119.767,81.3558,110.247,
119.8,80.527,110.218,
119.833,80.7424,110.189,
119.867,81.328,109.901,
119.9,81.3383,109.657,
119.933,80.6235,110.309,
119.967,80.4004,110.388,
120,80.614,109.89,
120.033,81.0774,109.729,
120.067,80.7786,109.504,
120.1,80.063,109.013,
120.133,80.0244,109.667,
120.167,80.4702,109.61,
120.2,80.6868,109.551,
120.233,80.2454,109.483,
120.267,79.5781,109.432,
120.3,79.6605,109.611,
120.333,80.1561,108.994,
120.367,80.2375,108.509,
120.4,79.5153,108.573,
120.433,79.2948,109.041,
120.467,79.709,108.585,
120.5,80.1648,108.69,
120.533,79.906,109.1,
120.567,79.222,108.411,
120.6,78.8893,108.802,
120.633,79.3337,108.321,
120.667,79.801,108.449,
120.7,79.5218,108.579,
120.733,78.7908,108.387,
120.767,79.0008,108.378,
120.8,79.4896,107.975,
120.833,79.566,107.972,
120.867,78.8839,108.12,
120.9,78.4076,107.921,
120.933,78.4909,107.696,
120.967,79.1523,107.25,
121,78.9936,107.078,
121.033,78.2741,107.634,
121.067,77.9936,107.479,
121.1,78.2735,107.419,
121.133,78.8427,107.355,
121.167,78.4187,107.197,
121.2,77.6101,107.045,
121.233,77.6455,106.894,
121.267,77.8975,107.143,
121.3,78.3944,107.279,
121.333,77.8028,106.846,
121.367,77.2643,106.856,
121.4,77.6104,106.701,
121.433,78.0221,106.763,
121.467,78.0564,106.798,
121.5,77.2228,106.827,
121.533,76.7871,106.854,
121.567,77.0573,106.127,
121.6,78.0242,105.656,
121.633,77.7794,106.175,
121.667,76.9601,106.561,
121.7,77.0769,106.392,
121.733,77.3051,106.682,
121.767,77.682,106.018,
121.8,76.7768,104.667,
121.833,76.4001,104.859,
121.867,76.639,104.954,
121.9,76.8991,105.049,
121.933,77.0214,104.91,
121.967,76.1868,104.92,
122,75.9376,104.92,
122.033,76.1347,105.027,
122.067,76.7843,105.157,
122.1,76.5158,105.283,
122.133,75.795,105.421,
122.167,75.6306,105.316,
122.2,76.0247,104.228,
122.233,76.194,103.481,
122.267,75.6237,103.165,
122.3,75.1477,103.863,
122.333,75.0792,103.686,
122.367,75.7587,103.517,
122.4,75.6758,103.46,
122.433,75.0217,103.402,
122.467,74.702,103.345,
122.5,75.134,103.935,
122.533,75.6298,103.857,
122.567,75.1323,103.774,
122.6,74.51,103.696,
122.633,81.4229,112.652,
122.667,81.8427,111.887,
122.7,81.5147,110.313,
122.733,79.7615,108.246,
122.767,78.6514,106.443,
122.8,78.4797,105.664,
122.833,78.8859,105.772,
122.867,78.6467,105.882,
122.9,77.8727,106.215,
122.933,77.634,106.825,
